0.000	X
1.567	C
1.733	A
1.767	X
3.267	C
3.467	C
3.533	X
5.033	E
5.067	C
5.300	C
5.333	A
5.367	X
6.967	C
7.200	A
7.267	X
8.800	D
8.833	C
9.067	C
9.100	A
9.133	X
10.700	C
10.933	C
11.000	X
12.600	E
12.633	C
12.833	C
12.900	X
14.633	E
14.667	C
14.867	C
14.900	X
16.633	C
16.833	C
16.900	X
18.567	C
18.733	C
18.800	X
