0.000	0
0.033	0
2.067	0
2.233	0
2.400	2
2.500	2
2.567	2
2.667	0
2.767	0
2.800	0
2.833	0
2.867	0
2.967	0
3.033	0
3.200	1
3.400	2
3.600	2
3.667	0
4.067	0
4.167	2
4.233	0
4.367	2
4.633	0
4.800	2
4.900	0
5.000	2
5.200	0
5.300	2
5.467	0
5.533	0
5.667	0
5.733	0
5.967	4
6.167	0
6.300	0
6.467	0
6.567	2
6.600	2
6.667	0
6.800	2
6.867	0
6.967	0
7.100	0
7.267	2
7.367	0
7.400	2
7.433	0
7.567	2
7.600	0
7.667	2
7.700	0
7.900	2
7.933	2
8.167	1
8.267	2
8.300	0
8.333	0
8.400	0
8.867	1
8.967	0
9.200	4
9.333	2
9.367	0
10.700	3
10.800	0
10.867	2
10.933	0
11.000	2
11.067	0
11.100	0
11.667	0
11.900	2
11.967	0
12.033	2
12.100	2
12.200	0
12.333	2
12.433	0
13.133	2
13.233	2
13.367	2
13.433	0
13.500	0
13.600	0
13.733	2
13.833	0
14.033	2
14.267	2
14.500	2
14.700	2
14.800	2
14.967	2
15.033	0
15.500	2
15.600	0
15.733	2
15.833	2
15.867	0
15.933	2
16.000	0
16.133	0
16.200	0
16.267	0
16.367	0
16.433	0
16.633	4
16.800	4
16.867	0
16.933	2
17.000	0
18.367	2
18.467	2
18.533	0
18.600	2
18.667	0
18.800	0
18.900	0
19.033	2
19.067	0
19.133	2
19.167	0
19.333	0
19.400	0
19.533	0
19.633	0
19.833	0
19.933	0
20.067	0
20.400	4
20.467	0
20.500	0
20.667	2
20.800	2
20.967	2
21.000	0
21.167	2
21.267	0
21.400	0
21.467	4
21.567	2
21.600	0
21.700	0
21.800	0
21.900	0
22.067	1
22.133	2
22.167	0
22.267	0
22.333	0
22.400	0
22.500	0
22.567	0
22.633	0
22.800	0
23.200	0
23.300	0
23.367	0
23.667	2
23.767	2
23.933	2
24.200	2
24.300	2
24.467	4
24.567	0
24.667	0
24.767	0
25.067	2
25.133	0
25.267	2
25.500	2
25.667	0
