0.000	X
1.167	H
1.400	A
1.467	X
2.667	H
2.700	I
2.767	H
2.900	A
3.000	X
4.233	H
4.433	A
4.567	X
5.667	H
5.867	A
6.000	X
7.200	H
7.400	A
7.567	X
8.667	H
8.867	A
9.000	X
10.133	H
10.333	A
10.467	X
11.600	H
11.833	A
11.933	X
13.133	H
13.167	E
13.200	H
13.233	E
13.300	H
13.367	A
13.467	X
14.667	H
14.767	E
14.833	H
14.867	A
15.000	X
16.267	H
16.333	E
16.433	H
16.467	A
16.600	X
18.133	E
18.333	A
18.467	X
20.233	E
20.267	H
20.467	A
20.567	X
