0.000	X
1.167	C
1.400	A
1.467	X
2.667	C
2.700	B
2.767	C
2.900	A
3.000	X
4.233	C
4.433	A
4.567	X
5.667	C
5.867	A
6.000	X
7.200	C
7.400	A
7.567	X
8.667	C
8.867	A
9.000	X
10.133	C
10.333	A
10.467	X
11.600	C
11.833	A
11.933	X
13.133	C
13.167	E
13.200	C
13.233	E
13.300	C
13.367	A
13.467	X
14.667	C
14.767	E
14.833	C
14.867	A
15.000	X
16.267	C
16.333	E
16.433	C
16.467	A
16.600	X
18.133	E
18.333	A
18.467	X
20.233	E
20.267	C
20.467	A
20.567	X
